date,agenda,speechnumber,speaker,party,chair,text,agenda_id,agenda_topics,agenda_title,num_topics,agenda_speechnumber,agenda_title_normalised,word_count
1995-02-22,Housing [Oral Answers To Questions > Scotland > Scotland],239,Ian Lang,Con,False,"I am surprised that the hon. Gentleman should make those comments about Scottish Homes. According to a letter that I have seen, the hon. Member for Hamilton (Mr. Robertson) said that much of what Scottish Homes had achieved was "" commendable"" and that Scottish Homes had been a "" breath of fresh air"" for housing in Scotland. I believe that Scottish Homes has created an enormous number of achievements in Scotland. So far as individual cases are concerned, if the matter to which the hon. Gentleman refers has been running for as long as the hon. Gentleman suggests, I am surprised that he has not been in touch with the Government or with Scottish Homes to clarify it earlier.",18024,"['Oral Answers To Questions', 'Scotland']",Housing,2,4,housing,119
1995-02-22,Housing [Oral Answers To Questions > Scotland > Scotland],240,Raymond S Robertson,Con,False,"Is my right hon. Friend aware that, in my constituency, Scottish Homes has acted as a catalyst in bringing the private and public sectors together in the Aberdeen city centre partnership to transform and rejuvenate the centre of Aberdeen by an imaginative policy of building new homes and refurbishing old properties? Is he also aware that that policy is encouraging up to 2,000 people to come back to live in the centre of the great city of Aberdeen? Does he agree that that is more typical of the excellent work being done up and down the country by Scottish Homes?",18024,"['Oral Answers To Questions', 'Scotland']",Housing,2,5,housing,100
1995-02-22,Housing [Oral Answers To Questions > Scotland > Scotland],241,Ian Lang,Con,False,"Indeed I do. I gather that some Â£6.5 million has been invested in that project, and it is a good example of the kind of partnership which Scottish Homes makes the keynote of its activities. The project involves Grampian regional council, Aberdeen district council and the local enterprise company. That is exactly the kind of catalytic partnership which can do so much to improve Scottish housing.",18024,"['Oral Answers To Questions', 'Scotland']",Housing,2,6,housing,66
1995-02-22,Housing [Oral Answers To Questions > Scotland > Scotland],242,Michael Martin,Lab,False,"We all know what a good job Scottish Homes does, and that is why we do not want to see it broken up by hatchet men such as Mr. Mackinlay. Can the Secretary of State give an assurance that, if tenants in my constituency and others vote to stay with Scottish Homes, they will be entitled to the same high standards from that landlord?",18024,"['Oral Answers To Questions', 'Scotland']",Housing,2,7,housing,64
1995-02-22,Housing [Oral Answers To Questions > Scotland > Scotland],243,Ian Lang,Con,False,I am certain that Scottish Homes would never distinguish between different categories of tenants in terms of the service it offered them.,18024,"['Oral Answers To Questions', 'Scotland']",Housing,2,8,housing,22
1995-02-22,Housing [Oral Answers To Questions > Scotland > Scotland],244,Patrick McLoughlin,Con,False,"When my right hon. Friend next meets representatives of Scottish Homes, could he ask for an updated report on the right to buy in Scotland? Will he inform the House about the success of that policy in giving tenants the right to buy their own homes?",18024,"['Oral Answers To Questions', 'Scotland']",Housing,2,9,housing,46
1995-02-22,Housing [Oral Answers To Questions > Scotland > Scotland],245,Ian Lang,Con,False,"The right to buy has been enormously successful, and Scottish Homes has been at the forefront of disposing houses to sitting tenants as well. We have sold some 300,000 council houses in Scotland since the policy began. The policy had to be fought through in the teeth of fierce opposition from the Opposition. Thus, 300,000 tenants and their families have had the kind of housing that they wanted.",18024,"['Oral Answers To Questions', 'Scotland']",Housing,2,10,housing,68
1995-02-22,Housing [Oral Answers To Questions > Scotland > Scotland],246,David Marshall,Lab,False,"Does the Secretary of State agree that there is a shortage of special needs housing in Scotland, especially in the city of Glasgow? If he does agree, will he make adequate resources available to Scottish Homes to ensure that there is a substantial increase in the number of special needs houses available? If not, why not?",18024,"['Oral Answers To Questions', 'Scotland']",Housing,2,11,housing,56
1995-02-22,Housing [Oral Answers To Questions > Scotland > Scotland],247,Ian Lang,Con,False,"Scottish Homes makes a feature of meeting special needs in its housing programme, and it has embarked upon a programme of providing 2,000 community care and other special needs houses.",18024,"['Oral Answers To Questions', 'Scotland']",Housing,2,12,housing,30
1995-06-27,Housing [Oral Answers To Questions > Prime Minister],142,John Gummer,Con,False,"With permission, Madam Speaker, I should like to make a statement about our housing policies. The Government are today publishing the White Paper, "" Our Future Homes"". Copies will be available immediately after this statement in the Library and the Vote Office. Home ownership, opportunity in renting and unlocking resources to provide help where it is needed-those are the hallmarks of the Government's housing policies and have been since 1979. The objective of our housing policy is that a decent home should be within reach of every family. A population living longer and staying longer in their homes, together with the breakdown of traditional family structures, means that there will be an increasing demand for homes. We live in a heavily populated country, yet we shall have to meet the demand for new homes in an environmentally sustainable way. The public sector needs to look for new and imaginative ways in which to work with the private sector to achieve our aims. The proposals that I am putting forward today embody three themes: opportunity, choice and responsibility. Those are things that people value. We remain committed to continued sustainable growth in home ownership. Home ownership is what 80 per cent. of people want. More than 4 million households in addition have become home owners since 1979. Over the next 10 years, our aim is that 1.5 million more families will own their own homes. The Chancellor of the Exchequer has today underlined our commitment by reaffirming that there will be no cut in the tax relief on mortgage interest for the rest of this Parliament. Now we want to go further and give more people the opportunity to buy. First, we propose to introduce a new voluntary grant scheme, to give housing association tenants cash help to buy the homes that they live in. Housing associations will receive the full market price and will be able to keep the receipt from the sale to build a new home. Secondly, we propose to legislate to make it a condition of future grant to social landlords that landlords-including housing associations-commit themselves to making the new houses and flats available for sale to tenants on request. Again, sales will be at full market price, with grant to tenants to help them buy. Thirdly, we shall challenge private developers, public bodies and housing associations to bring forward development proposals for support from English Partnerships to build on derelict land, to bring more home ownership into the heart of our cities, building healthier, more balanced communities. We shall also change the renovation grants system to allow a more strategic approach in providing help to low-income home owners, including elderly people and people with disabilities, for essential improvements and adaptations to their homes. We shall have a discretionary system, except for grants for disabled people, which will remain mandatory. Of course, we realise the real difficulties that are currently being faced by some home owners. Our objective must continue to be sustainable home ownership, able to cope with changing economic conditions. Sustaining a healthy private rented sector is the second key element in providing people with choices and opportunities. In 1988, we removed the controls that were strangling that sector. Since then, we have seen its steady growth from 1.7 million to 2 million homes. Now we want to do more to unlock new resources. My right hon. and learned Friend the Chancellor of the Exchequer proposes to legislate to allow the creation of housing investment trusts, to encourage financial institutions to invest. They will benefit from a reduced rate of corporation tax and exemptions from tax on capital gains. We propose to legislate to help small landlords, by simplifying letting arrangements and making it easier to evict tenants who do not pay the rent. We propose to legislate to improve the safety and fitness of houses in multiple occupation. I intend to strengthen the powers already available to local authorities, particularly in respect of ensuring adequate fire precautions in high-risk houses in multiple occupation. Those proposals will, I believe, sustain the growth in private renting that has been achieved under this Government. Our White Paper also reaffirms our commitment to maintaining a social rented sector at rents below market levels. Affordable rents mean that people have real incentives to work and to save. On current plans, the Government will provide 180,000 additional social rented lettings in three years. Now we need to look for yet more ways to increase investment through partnership with the private sector, to extend choice and to improve further the service provided to tenants. We propose to legislate to allow commercial providers to compete alongside housing associations for grants to provide social housing at below market rents, increasing competition so that we can get more homes for taxpayers' money. Opposition Members who do not want more homes for taxpayers' money are letting down not the Government, but the people who would otherwise be provided with decent homes. We shall introduce a system to ensure that all new social sector landlords are delivering the required level of service to tenants. There will be no question of operating on an unequal playing field. There is considerable potential for using large-scale voluntary transfers of local authority stock to help wider regeneration in urban areas. We shall be encouraging transfers-if the tenants agree-in cases where there are benefits for tenants through increased investment, as well as a reduction in the burden on taxpayers. Where there are costs, we shall support transfers that offer the best return on the resources that we have available. We shall encourage transfer to a wider range of private landlords. That could include local housing companies, as well as commercial landlords. Local authority companies will need to be clearly in the private sector. By 2005, we intend to transform the remaining large- For the first time, a Government have committed themselves to transform all the worst housing estates in Britain and the only thing that the Opposition can do is laugh, for they have no policy and cannot face the realities of Britain's housing problems. Opposition Members who care only for party political slogans and do not care to improve the housing of the people of Britain can go on giggling into the next century, for we have work to do. We shall bring together resources to deal with the worst social, economic and housing problems. Within this decade, we shall see to it that families are no longer brought up in the dispiriting and destructive environment that pervades our worst estates-in councils largely run by the Labour party and where the quality of housing is a standing disgrace to that party throughout the land. It is the Opposition whose rent policies have meant that they have been unable to keep up the decent housing to which the electorate lay claim. We shall meet housing demand while protecting the environment. We have set ourselves targets for England for the next 10 years, to which Opposition Members on the Front Bench would do well to listen. The first is to reduce the percentage of empty homes in the public and private sectors to 3 per cent. of stock. The second is to reduce the number of Government-owned empty homes, selling off surplus empty homes within six months of their becoming empty. The third is to build half of all new homes on previously developed land, reducing building on green-field sites, protecting the environment and safeguarding the green belt. We need to ensure that social housing is allocated fairly to those with the best claim to it. In July 1994, we announced that we would proceed with plans to reform homelessness legislation and make the system of allocating social housing fairer- -not something with which the Labour Front Bench appears to bother. The hon. Member for Jarrow (Mr. Dixon), who is a Whip, cannot allow the House to listen to a fairer system.",19500,"['Oral Answers To Questions', 'Prime Minister']",Housing,2,1,housing,1320
1995-06-27,Housing [Oral Answers To Questions > Prime Minister],143,Tam Dalyell,Lab,False,"On a point of order, Madam Speaker. It has been the tradition of the House that Ministers make statements uninterrupted, but is it not also part of the tradition that they are serious ministerial departmental statements and not a rant?",19500,"['Oral Answers To Questions', 'Prime Minister']",Housing,2,2,housing,40
1995-06-27,Housing [Oral Answers To Questions > Prime Minister],144,CHAIR,,True,"I am following the ministerial statement carefully and the Minister is deviating considerably. As this is an important statement on which I expect a lot of questions, I hope that he will keep to the statement so that I can allow Back Benchers who seek to question it to do so.",19500,"['Oral Answers To Questions', 'Prime Minister']",Housing,2,3,housing,51
1995-06-27,Housing [Oral Answers To Questions > Prime Minister],145,John Gummer,Con,False,"We need to ensure that social housing is allocated fairly to those with the best claim to it. In July 1994, we announced that we would proceed with plans to reform homelessness legislation and to make the system of allocating social housing a fairer one. The White Paper confirms our commitment to legislating on that. These reforms will put all those with a long-term need for social housing on the same footing, while ensuring that there is a safety net for emergency and pressing needs. Too often, people who fit the statutory categories get a house before people on the waiting list, who have put up with long-term housing problems but do not happen to fit those categories. Local authorities will have greater flexibility to decide what is the best housing solution for people in need of help, in the light of circumstances in their area and of the particular circumstances of the individuals concerned. To help prevent homelessness, we shall legislate to ensure that suitable housing advice services are available in each local authority area. There will also be more help to low-income households to find a home, through pre-tenancy determinations of housing benefit for those renting in the private sector, and through powers for local authorities to provide rent guarantees. Sleeping rough on the streets is the most visible form of homelessness. The Government's rough sleepers initiative in central London, which will have invested Â£182 million of public money over the six years to March 1996, has been highly effective. We shall build on that success to ensure that there is no necessity for people to sleep rough. In central London, we shall continue the rough sleepers initiative beyond March 1996, including the funding for people who do the hard job of working with the most difficult of cases out there on the streets. We shall also fund resettlement work and an annual winter shelter programme, and shall consider the need for funding for some temporary direct access hostel provision. Outside central London, we shall consider assisting the development of the rough sleepers initiative model in areas where rough sleeping is demonstrated to be a major problem. We want a better service for tenants in the social rented sector. We have given tenants a wide range of rights so that they have a bigger say in how their homes are run, and so that services are more responsive to local needs. Those changes appear in the council tenants charter, a new and improved version of which we published last week. However, tenants have not only important rights but important responsibilities, such as to stick to tenancy agreements, to pay the rent, and not to annoy other tenants. Sadly, there is a small minority of tenants whose selfish behaviour makes their neighbours' lives a misery, and we want to help local authorities to deal more effectively with anti-social behaviour. Our proposal is for probationary tenancies, so that local authorities can improve the quality of life for the responsible majority of tenants by taking firm action against the irresponsible minority. What is proposed is a balanced, sensible package that encourages private initiative and investment, and will promote competition to increase value for taxpayers' money. The package is designed to deliver genuine opportunity and to support individual responsibility, while recognising the responsibility of Government to provide effective help for those who need it. Our policies are set out in full in the White Paper. A number of detailed consultation papers are also being published either today or over the next few weeks. Those are listed in the White Paper, and copies will be made available in the Library.",19500,"['Oral Answers To Questions', 'Prime Minister']",Housing,2,4,housing,607
1995-06-27,Housing [Oral Answers To Questions > Prime Minister],146,Frank Dobson,Lab,False,"From that statement, one would never guess the scale of the housing crisis now harming the lives of families in every part of the country, whether they are owner-occupiers, whether they are renting or whether they are simply trying to get somewhere decent to live. After 16 years in office, the Government have produced a White Paper that neither addresses the immediate problems that millions of people face nor spells out a vision for a future in which everyone in Britain has a decent home. The White Paper is the product of a Government who have run out of ideas, and who now appear to be living in a world of their own. They have now started ignoring problems in the hope that people will not notice what has gone wrong or who is to blame. The White Paper does nothing to restore faith in the mortgage market, and little or nothing to end the crisis in housing investment. It does nothing to help the homeless or people living in overcrowded accommodation. Indeed, it is all too likely to make matters worse. As the White Paper has not dealt with many of the problems that people face, I shall put the following specific questions to the Secretary of State. First, will he confirm that despite the one and a quarter million families in negative equity, the half a million families in mortgage arrears and the one third of a million families whose homes have been repossessed in the past five years, his statement did not mention the word "" repossession"", and the White Paper mentions it only once-and certainly does not come up with any answers? Will the right hon. Gentleman also confirm that despite the Tory general election promise to retain mortgage tax relief, that too has been cut, and that even the promises announced by the Chancellor of the Exchequer are current only this side of the next general election? Will he confirm that, for every family with serious mortgage arrears in 1982, there are now 21 families with serious arrears, and that for every family whose home was repossessed in 1979, 16 families had their homes repossessed last year? Is not the Secretary of State ashamed that the number of homes being built for rent by housing associations and councils this year is less than 20,000-the lowest since the second world war? Is it not the case that, for every home being built for rent this year, seven were being built under the previous Labour Government and that, under this Government, rents are rising at four or five times the rate of inflation? Will he confirm that, despite a record number of houses in disrepair, he proposes to end families' rights to renovation grants? Will he explain where he expects the homeless to go when their temporary right to accommodation runs out, especially as fewer homes are available for rent? How will making it easier for private landlords to evict tenants reduce homelessness? Why does he think that a licensing scheme to improve the safety of homes in multiple occupation would amount to "" over-regulation and bureaucracy"", as stated in the White Paper? If, as the Secretary of State intends, council housing is to be transferred to private companies, how does he intend to keep rents down, and who will meet the cost of keeping rents down? Why does he refuse to allow councils to start investing in new homes the takings from the right-to-buy sale of council houses? Finally, will the Secretary of State confirm that, despite anything that the right hon. Member for Wokingham (Mr. Redwood) said at his press conference this morning, when the right hon. Gentleman was Secretary of State for Wales, he approved every word of this housing White Paper, which means that both candidates for the Conservative party leadership are totally responsible for this feeble and useless document?",19500,"['Oral Answers To Questions', 'Prime Minister']",Housing,2,5,housing,647
1995-06-27,Housing [Oral Answers To Questions > Prime Minister],147,John Gummer,Con,False,"It is an amazing experience to see that, despite the fact that the Labour party has profited from the theft of the White Paper for some days, that is all that the hon. Member for Holborn and St. Pancras (Mr. Dobson) can bring forward. His speech contained not a single idea about what he would do and, yet again, not a single suggestion about housing from the Labour party. In each of the previous 16 years we have been in exactly the same position: every new idea comes from the Conservatives, while every carping criticism comes from the Opposition, who still have no ideas. Moreover, the hon. Gentleman still does not understand that if private landlords are not allowed to run the homes that they let reasonably, there will be no homes to let. The last time that the Labour party placed heavy restrictions on private landlords, it lost 500,000 letting homes. We now insist that if private landlords receive help from the Government to provide homes below market rents, they must meet the same requirements that are placed on housing associations. The hon. Gentleman has clearly not even read the White Paper, despite the fact that he has had an advantage over many hon. Members for several days. It is difficult to take the hon. Gentleman's attack on the Government's housing policy when every day we sell 200 houses to people who were previously in rented accommodation in the public sector. So 200 families a day are buying their own homes through the right to buy, an organisation and system that the Opposition have opposed tooth and nail throughout their period in opposition. In addition, we are building, renovating and improving lettings for those who need supported housing at a rate of 60,000 a year. That is a significant addition to the homes available to those who need subsidised and supported housing. Once again, the hon. Gentleman has shown that he has not read the White Paper and knows nothing about housing. Publicly to reveal his ignorance after so many days of being able to read the details simply shows how bankrupt he and his party are.",19500,"['Oral Answers To Questions', 'Prime Minister']",Housing,2,6,housing,358
1995-06-27,Housing [Oral Answers To Questions > Prime Minister],148,Nicholas Winterton,Con,False,"My right hon. Friend has made an important statement. Housing is an essential of life. Would he accept from me, first, that there is some concern that the Conservative party and the Conservative Government have turned their face against home ownership and are now concerned more with the renting of homes than with home ownership? It would be a great encouragement to those who want to buy their homes if mortgage interest relief at source-MIRAS-was increased from 15 per cent. to 25 per cent., not least for first-time buyers, in order to give greater confidence and to stimulate home ownership. Secondly, would my right hon. Friend accept from me, representing as I do the only Conservative-controlled borough council north of the Severn to the Wash, that local government has a role to play in housing? The housing committee of Macclesfield borough council is highly responsible and sensitive to the needs of local housing. It is regrettable that those who have been democratically elected are being deprived of the opportunity to have some say in local government provision of housing.",19500,"['Oral Answers To Questions', 'Prime Minister']",Housing,2,7,housing,179
1995-06-27,Housing [Oral Answers To Questions > Prime Minister],149,John Gummer,Con,False,"The Government remain totally committed to home ownership. We are setting our sights on a further 1.5 million families owning their own homes. Now, 200 families, who used to be tenants of the state, are buying their own homes. Local authorities are encouraged to go for large-scale voluntary transfers-LSVTs. I can tell my hon. Friend from my experience in Suffolk, Coastal that when the local authority sold its council stock to Suffolk Heritage, the number of complaints that I used to receive in a month now account for what I get in over a year. That is the difference, because one has a dedicated housing group, which is concerned only about being a landlord. That housing authority had one of the best reputations in the country, and it will confirm that LSVTs is the way to tap into capital and to use it to improve housing stock. Were even the excellent council in Macclesfield to do that, it would find the means of even bettering its performance to date.",19500,"['Oral Answers To Questions', 'Prime Minister']",Housing,2,8,housing,169
1995-06-27,Housing [Oral Answers To Questions > Prime Minister],150,Diana Maddock,LibDem,False,"Is the Secretary of State aware that many people in housing are concerned that the White Paper does not recognise the interlink between the economy and housing? While promoting unsustainable home ownership and doing absolutely nothing for those who already have mortgages in arrears, is not the Secretary of State merely stoking up the fires of excess in housing? In the end, that will mean that more trouble is stored up for the future. The Secretary of State has said that he believes that young people and families should have a stable environment, but his proposals mean that, in the last year alone, 67,000 homeless families would now have been in short-term, unsustainable accommodation.",19500,"['Oral Answers To Questions', 'Prime Minister']",Housing,2,9,housing,114
1995-06-27,Housing [Oral Answers To Questions > Prime Minister],151,John Gummer,Con,False,"On the first point, the hon. Lady is absolutely right: an economy with low interest rates and low inflation is an economy that provides sustainable home ownership. There has not been a better time for years in which to buy a house. The average cost of mortgages has dropped from Â£320 a month in 1990 to Â£190. I should remind my hon. Friend the Member for Macclesfield (Mr. Winterton) that if MIRAS was increased as he suggested, the difference would amount to Â£10 a month. The real difference is achieved by getting the inflation rate down, keeping it down and, therefore, keeping mortgage repayments down. The policy of the hon. Lady's party would push inflation and mortgage rates up. Her party's policy and the extra taxation needed to fund what she claims she would do would create unsustainable housing. It is clear from the hon. Lady's final suggestion that she wants to continue to have a system where those in real need are bypassed by those who happen to fall in the right category. That is what she means. A single mother with a child, who had a terrible housing problem, would be left in that accommodation because, technically, she had a roof over her head while someone in better circumstances, fitting the category, would get ahead of her. That is what the hon. Lady wants and if that is Liberal fairness, it is not my concept of fairness.",19500,"['Oral Answers To Questions', 'Prime Minister']",Housing,2,10,housing,239
1995-06-27,Housing [Oral Answers To Questions > Prime Minister],152,Charles Hendry,Con,False,"May I congratulate my right hon. Friend on producing an immensely wide-ranging and positive White Paper? Will he confirm that the essence of what he has said is that there is a massive boost for the funds available for social housing through the recycling of money from the sale of housing association properties, by allowing private developers to bid for housing association grant and by opening the doors to massive new investment from private companies in the private rented sector? Is my right hon. Friend aware also that there will be a particular welcome from voluntary organisations for his comments on the future of the rough sleepers initiative? Will he confirm that there has been a dramatic fall in the number of people sleeping rough in London as a result of that initiative and will he now undertake a wide-ranging consultation exercise to establish exactly what format the scheme should take?",19500,"['Oral Answers To Questions', 'Prime Minister']",Housing,2,11,housing,151
1995-06-27,Housing [Oral Answers To Questions > Prime Minister],153,John Gummer,Con,False,"I thank my hon. Friend. What we have announced today will mean that we shall make the very best use of taxpayers' money; draw in a great deal more money from the private sector; ensure that we recycle that money so that more and more people are given the opportunity for a home of their own; and that we make sure that need is the main reason for entry into social housing-a most important change. As for the rough sleepers initiative, I promise my hon. Friend that we shall continue to work extremely closely with the voluntary sector. We shall talk to it in detail about how to take that forward. We have introduced the extension of the initiative because of the voluntary sector's very considerable support. My hon. Friend is right that the number of rough sleepers has now dropped in central London-by the voluntary sector's figures, from over 1,000 to the 200 mark.",19500,"['Oral Answers To Questions', 'Prime Minister']",Housing,2,12,housing,155
1995-06-27,Housing [Oral Answers To Questions > Prime Minister],154,Gerry Steinberg,Lab,False,"After that most inept performance by the Secretary of State, is he aware that in 1979 in the northern region, over 10,000 council houses were built? Last year, 68 council houses were built in the whole northern region. Does he not realise that local authorities have capital receipts from sales under the right to buy with which they could immediately start to build houses? That would not necessarily solve the problem, but it would go a long way towards solving it and releasing people from the lists into houses. When, in the name of heaven, will the right hon. Gentleman get rid of his damned dogma and allow local authorities to use the money to build houses so that people can get houses to live in?",19500,"['Oral Answers To Questions', 'Prime Minister']",Housing,2,13,housing,126
1995-06-27,Housing [Oral Answers To Questions > Prime Minister],155,John Gummer,Con,False,"If we are talking about ineptitude, what about a Member of Parliament from the north who does not know that housing associations have been building houses all over the north or recognise that estate action has improved large numbers of estates in the north of England and suggests that I am proceeding dogmatically when I am providing the widest choice ever known in this country? He is clearly so blinkered by his socialism that he wants houses to be built only by local authorities. The fact is that if local authorities were to spend their accumulated receipts, it would be many of the local authorities that had the least need to provide housing that would have the largest opportunity to spend receipts. The Labour party proposes that authorities should spend them, but, of course, it would have to reduce the grant and capital allowances provided by the Government to those authorities because the Labour party has admitted that it would not increase public expenditure. What would happen is that local authorities would not be able to build or help local housing associations to build, but in the plusher parts of the country there would be plenty of money to spend. If that is socialism, it is a very curious sort.",19500,"['Oral Answers To Questions', 'Prime Minister']",Housing,2,14,housing,210
1995-06-27,Housing [Oral Answers To Questions > Prime Minister],156,Paul Channon,Con,False,"Is my right hon. Friend aware that much in the White Paper is very welcome to Conservative Members? Can he clear up one point that concerns me, about charitable housing trusts? Did he say in his statement that in future they would be able to build only for sale? If that is so, I suspect that it will be in conflict with some of their charitable purposes.",19500,"['Oral Answers To Questions', 'Prime Minister']",Housing,2,15,housing,67
1995-06-27,Housing [Oral Answers To Questions > Prime Minister],157,John Gummer,Con,False,"No. What I was saying is that in normal circumstances when housing associations build to rent-which is what they do-the right to buy will in future be part of the tenants' offer, so that a tenant who begins renting accommodation under the new deal with the housing association will in future also have the right to buy. We are extending the right to buy to those who will have houses that will be built in future by housing associations.",19500,"['Oral Answers To Questions', 'Prime Minister']",Housing,2,16,housing,79
1995-06-27,Housing [Oral Answers To Questions > Prime Minister],158,James Molyneaux,UUP,False,"When he comes to draft the legislation, will the Secretary of State bear in mind the plight of the owners of Orlit houses, which were built by non-registered housing associations and thereby excluded from grant repair schemes because of a flaw in the drafting?",19500,"['Oral Answers To Questions', 'Prime Minister']",Housing,2,17,housing,44
1995-06-27,Housing [Oral Answers To Questions > Prime Minister],159,John Gummer,Con,False,I shall certainly consider carefully what the right hon. Gentleman said.,19500,"['Oral Answers To Questions', 'Prime Minister']",Housing,2,18,housing,11
1995-06-27,Housing [Oral Answers To Questions > Prime Minister],160,Richard Body,Independent,False,"While I congratulate my right hon. Friend on his proposals, will he confirm that when a housing association receives the purchase price from the sale of a house, there will be no restriction by the Government on its ability to reinvest all that money in yet another house?",19500,"['Oral Answers To Questions', 'Prime Minister']",Housing,2,19,housing,48
1995-06-27,Housing [Oral Answers To Questions > Prime Minister],161,John Gummer,Con,False,"That is entirely correct. Someone who moves from being a tenant to being an owner releases money for the housing association. The housing association then gets the maximum price to build a new house, which can then be let. That is a constant return system.",19500,"['Oral Answers To Questions', 'Prime Minister']",Housing,2,20,housing,45
1995-06-27,Housing [Oral Answers To Questions > Prime Minister],162,Diane Abbott,Lab,False,"On the question of council house allocation policies, does the Secretary of State accept that the notion that single-parent mothers are systematically queue-jumping is based on a myth? Nowhere in law do single-parent mothers get priority-homeless families with children get priority. Does he also accept that the children of single-parent mothers are not an inferior type of humanity? Why should the children of single-parent mothers have to suffer in temporary and hostel accommodation because Ministers seek to make moral judgments about those mothers' personal situation?",19500,"['Oral Answers To Questions', 'Prime Minister']",Housing,2,21,housing,85
1995-06-27,Housing [Oral Answers To Questions > Prime Minister],163,John Gummer,Con,False,"The hon. Lady did not listen to what I said, which was precisely the opposite. I said that it was a scandal when a single-parent mother in very bad housing was unable to get proper accommodation because someone else who was technically in a higher category jumped the queue ahead of her. The hon. Lady must not let her prejudice interfere with her ears. The fact is that I am on her side and believe that need must be the first priority. If the hon. Lady will join me in fighting to make need the first priority, we shall go arm in arm in the housing sphere.",19500,"['Oral Answers To Questions', 'Prime Minister']",Housing,2,22,housing,107
1995-06-27,Housing [Oral Answers To Questions > Prime Minister],164,Alan Howarth,Con,False,"Is my right hon. Friend aware that there will be a particular welcome for his decision to extend the rough sleepers initiative outside London and for his determination that new housing should be built on derelict land and previously used land? Does he accept that, while the aspiration for home ownership remains widespread, there is at least as pressing a need-socially and economically-for a diversified rented sector? If there is no terrible danger to the economy in allowing housing associations to reuse their capital receipts, what particular reason is there for continuing to restrain local authorities from doing likewise?",19500,"['Oral Answers To Questions', 'Prime Minister']",Housing,2,23,housing,99
1995-06-27,Housing [Oral Answers To Questions > Prime Minister],165,John Gummer,Con,False,"I agree with my hon. Friend that it is very important to promote home ownership, but it should be done in concert with providing opportunities to rent accommodation. The Government have changed the rules so that landlords find it worth while to let. Without those changes, there would be no further letting accommodation. This is a further step in the same direction. Local authorities are of course able to spend a proportion of their receipts, but the problem is that local authority receipts and the need for housing are not in the same places. We therefore think it better to direct the opportunity to build to housing associations in areas where the need is greatest, which is what we are doing. Housing associations are getting the funds where the need is greatest. When they sell their houses, they are able to recycle the sums of money because we have already directed them to where the need is greatest. The problem is that many local authorities have been able to sell large quantities of houses and other assets, but they are not in the places where need demands that they build new houses, which is why we believe that they should be more targeted. Money from the taxpayer should be used to the full.",19500,"['Oral Answers To Questions', 'Prime Minister']",Housing,2,24,housing,213
1995-06-27,Housing [Oral Answers To Questions > Prime Minister],166,David Clelland,Lab,False,"Is the Secretary of State aware that, since 1979, homelessness in the northern region has doubled, council house rents have risen by more than 500 per cent. and people living in the housing association properties to which he referred in answer to my hon. Friend the Member for City of Durham (Mr. Steinberg) cannot afford to pay those rents unless they are on 100 per cent. housing benefit? Of course, if they get a job, they have to consider moving out. Is he further aware that 27,000 properties in the northern region are affected by negative equity? Is that a record of which the Secretary of State is proud? To what extent will the White Paper deal with such problems?",19500,"['Oral Answers To Questions', 'Prime Minister']",Housing,2,25,housing,120
1995-06-27,Housing [Oral Answers To Questions > Prime Minister],167,John Gummer,Con,False,"I notice that the hon. Gentleman does not mention that properties in the northern region have been allowed to run down and need considerable renovation precisely because of the rent policies of previous Labour administrations and Labour councils. If tenants are not charged a reasonable amount to contribute towards the upkeep of the accommodation, the accommodation will run down. Opposition Members cannot get upset about it; it is a fact of life. If one does not spend money on the housing, the housing will run down. We now have a sensible rent policy, and those who cannot afford to pay the rent have the opportunity of receiving the generous housing benefit that costs the Government Â£8.9 billion. The Labour party is unable to face the fact that the Government's policies have done more to help the homeless and those in poor accommodation than any policies advanced by the Labour party.",19500,"['Oral Answers To Questions', 'Prime Minister']",Housing,2,26,housing,150
1995-06-27,Housing [Oral Answers To Questions > Prime Minister],168,Peter Thurnham,Con,False,"I congratulate my right hon. Friend on his excellent proposals to bring much needed private enterprise into our town hall-dominated council estates-something for which I have argued for a very long time. Does he agree that examples in other countries show how much more the private rented sector can do? For instance, the private rented sectors in Switzerland and Germany are four times the size of our private rented sector and much of their housing is provided by private individuals.",19500,"['Oral Answers To Questions', 'Prime Minister']",Housing,2,27,housing,80
1995-06-27,Housing [Oral Answers To Questions > Prime Minister],169,John Gummer,Con,False,"My hon. Friend is right. Has he noticed that the Labour party does not understand any of that? Labour Members laugh at anything that they could learn from anyone else. The Labour party is stuck in the 1940s, when council accommodation was provided for a limited number of people. That council accommodation has deteriorated because the Labour party has never been prepared to find ways of spending money properly on its upkeep.",19500,"['Oral Answers To Questions', 'Prime Minister']",Housing,2,28,housing,72
1995-06-27,Housing [Oral Answers To Questions > Prime Minister],170,Dennis Skinner,Lab,False,"It is no wonder that the Tory party is going to the dogs when, after 16 years in government, it fails to recognise that it is facing a housing crisis. More than a quarter of a million building workers are looking for jobs, there are millions of bricks at the London Brick Company and elsewhere, thousands of people are on the streets without a roof over their heads and many more are on council housing waiting lists. Yet, despite all the talk about negative equity, today the Minister calls upon more people to get up to their necks in debt. The country is in never-never land, living on tick. The Minister, in his swan song speech-he is likely to be dumped-does not have the decency to tell councils to build some houses, get people back to work and put roofs over people's heads.",19500,"['Oral Answers To Questions', 'Prime Minister']",Housing,2,29,housing,143
